"","country","codigo"
"1","australia","AUSLOCOBDNOSTSAM"
"2","australia","LFEMTTTTAUM657S"
"3","australia","LREMTTTTAUM156S"
"4","australia","BSCICP03AUM665S"
"5","australia","AUSLOCOBPNOSTSAM"
"6","australia","TRESEGAUM052N"
"7","australia","EXP6021"
