"","country","codigo"
"1","sweden","BSCICP03SEM665S"
"2","sweden","BSPRFT02SEM460S"
"3","sweden","BSSPFT02SEM460S"
"4","sweden","SWEPROMANMISMEI"
"5","sweden","SWESLMNTO02IXOBM"
"6","sweden","LCLCMM01SEM661N"
"7","sweden","SWEPRINTO01GPSAM"
"8","sweden","BVDEFT02SEM460S"
