"","country","codigo"
"1","mexico","BSCURT02MXM160S"
"2","mexico","MEXPROMANMISMEI"
"3","mexico","MEXLOCOBPNOSTSAM"
"4","mexico","MEXLOCOBPORSTSAM"
"5","mexico","MEXPRENTO01IXOBSAM"
"6","mexico","MEXPRINTO02IXOBSAM"
"7","mexico","LRHUTTTTMXM156S"
"8","mexico","MEXLOCOEMORSTM"
"9","mexico","MEXXTIMVA01NCMLM"
"10","mexico","IMPMX"
