"","country","codigo"
"1","austria","LCEAMM01ATM661N"
"2","austria","AUTPROMANMISMEI"
"3","austria","AUTPRMNCG02IXOBSAM"
"4","austria","AUTPRMNCG01IXOBSAM"
"5","austria","LRHUTTFEATM156S"
"6","austria","LMUNRRTTATM156S"
