"","1r","2r","3r","4r"
"NGDPRSAXDCARQ","Estacionario","Estacionario",NA,NA
"NBARBIS","Estacionario","Estacionario",NA,NA
"ARGCCUSMA02STM","Estacionario","Estacionario",NA,NA
"RBARBIS","Estacionario","Estacionario",NA,NA
"TRESEGARM052N",NA,"Estacionario",NA,NA
"ARGXTEXVA01GPSAM",NA,"Estacionario",NA,NA
"EXP3570",NA,"Estacionario",NA,NA
"ARGXTIMVA01GPSAM",NA,"Estacionario",NA,NA
"IMP3570","Estacionario","Estacionario",NA,NA
"MERV",NA,"Estacionario",NA,NA
